Title,Producto y Módulo,Palabras clave BC CSC CM,Categoría,Acceso,Soporte
"¿Cómo obtener el detalle de prestaciones pendientes y cubiertas desde la base de datos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Bandeja de Entrada"",""TermID"":""05b391fd-196d-4ad4-b70f-0323b2ee8cdb""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo realizar una apertura de conciliación bancaria por base de datos?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""},{""Label"":""ML Manager CM:Disponibilidades"",""TermID"":""e242be38-f85e-4b87-aefe-e3fc3c66d021""}]","[{""Label"":""base de datos"",""TermID"":""914d06d5-0927-4f66-99f9-275e9525a2ad""},{""Label"":""conciliación bancaria"",""TermID"":""3111f7ab-1fcf-4b34-9751-165ce7a260b8""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""},{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Base de Datos","Interno"
"¿Cómo mover detalle de conciliación bancaria desde la base de datos?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""}]","[{""Label"":""base de datos"",""TermID"":""914d06d5-0927-4f66-99f9-275e9525a2ad""},{""Label"":""conciliación bancaria"",""TermID"":""3111f7ab-1fcf-4b34-9751-165ce7a260b8""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo modificar una contraseña de ML.Net desde la base de datos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Seguridad"",""TermID"":""91b860fb-d3db-4823-955b-e1419676b2d6""}]","[{""Label"":""admin"",""TermID"":""074cc7db-63ca-44cb-88e6-1a855aeba92c""},{""Label"":""contraseña"",""TermID"":""06ee300a-08b6-4180-8213-64bb63366676""},{""Label"":""seguridad"",""TermID"":""7401cd5d-bf41-4dcd-98dd-e61bfbf9bc86""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de datos.","Interno"
"¿Cómo eliminar o cambiar el número una factura?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""},{""Label"":""ML Manager CM:Compras"",""TermID"":""1eb03041-3446-4cf3-ab64-5ab518a9407e""}]","[{""Label"":""facturas"",""TermID"":""3e4e52a4-9516-46b5-ad53-42bc42961d45""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""},{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Modulo de Administración: Ventas -> Comprobantes -> Corrección de numeración y borrado de comprobantes","Externo"
"¿Cómo modificar el logo en las facturas y en el menú?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""},{""Label"":""ML Manager CM:Compras"",""TermID"":""1eb03041-3446-4cf3-ab64-5ab518a9407e""}]","[{""Label"":""logo"",""TermID"":""89c1cd7f-aece-41f7-89b3-911bcbab87ed""},{""Label"":""facturas"",""TermID"":""3e4e52a4-9516-46b5-ad53-42bc42961d45""},{""Label"":""menú"",""TermID"":""6ae21257-fb23-4e9a-8d64-889b302f47c6""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","N/A","Interno"
"¿Cómo habilitar el envío de recibos?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""ventas"",""TermID"":""a4835522-b78c-4836-8d0e-8aadcd484bdf""},{""Label"":""cliente"",""TermID"":""1fb3bc76-37e0-4f0e-b17a-0fea65d68b86""},{""Label"":""parámetro"",""TermID"":""363a3287-1e08-4655-b75f-e469acbf580f""},{""Label"":""recibo"",""TermID"":""0c9c3899-9a71-4718-b4dd-b5e9c38b11c9""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Modulo de Administración: Ventas -> Datos -> Cambiar parámetros -> Otros parámetros

2DA parte:
 Ventas > Datos > Tipo de contacto","Externo"
"¿Cómo corregir un error de aplicación de comprobantes por base de datos?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""}]","[{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""},{""Label"":""aplicaciones"",""TermID"":""171f8a4e-cf20-4971-a63d-424a21c2142f""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""},{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Base de Datos.","Interno"
"¿Cómo resolver error de ""valor de prestación"" en la prefacturación?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""prefacturación"",""TermID"":""3d77963f-6a52-4e62-8119-5aabeb4d70af""},{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""},{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Modulo de Administración: Rubros -> Prestaciones / Clientes > Valores.
Modulo Medicina Laboral: ART > Datos > ART.","Externo"
"¿Cómo volver a facturar un suceso?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""prefacturación"",""TermID"":""3d77963f-6a52-4e62-8119-5aabeb4d70af""},{""Label"":""suceso"",""TermID"":""67859ce3-ccd4-4ec7-a048-dca647a2f35f""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Modulo de Administración: ","Externo"
"¿Cómo volver al estado inicial un comprobante por base de datos?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""},{""Label"":""estado"",""TermID"":""e969bacd-e007-42c1-b076-45b891688467""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos","Interno"
"¿Cómo solucionar cuando no se genera PDF de un comprobante en el estado ""aprobado""?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Compras"",""TermID"":""1eb03041-3446-4cf3-ab64-5ab518a9407e""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""},{""Label"":""CAE"",""TermID"":""704d3cce-5066-45c1-b3a5-cc0ae60444ea""},{""Label"":""PDF"",""TermID"":""eb1fd51e-a39a-403f-90be-e01a020f0bf3""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""},{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","N/A","Externo"
"¿Cómo asignar permisos a un usuario para que pueda cambiar de sucursal?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Seguridad"",""TermID"":""b0e265e5-928d-484e-8209-72c25db7b0f5""}]","[{""Label"":""sucursal"",""TermID"":""875191f2-7478-4b91-8137-6f443a7904f4""},{""Label"":""usuario"",""TermID"":""c84ef1d6-1557-4a9f-9f73-f0fb1cc4dd99""},{""Label"":""permiso"",""TermID"":""62788f7c-0d95-4625-b60f-7f0e06956c78""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Modulo de Control de Acceso: Configuración > Usuario.
","Externo"
"¿Cómo asignar permisos de nueva ART a un usuario?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Seguridad"",""TermID"":""91b860fb-d3db-4823-955b-e1419676b2d6""}]","[{""Label"":""usuario"",""TermID"":""c84ef1d6-1557-4a9f-9f73-f0fb1cc4dd99""},{""Label"":""ART"",""TermID"":""5fbd8789-7d19-497b-bc04-8a848c8a339c""},{""Label"":""permiso"",""TermID"":""62788f7c-0d95-4625-b60f-7f0e06956c78""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Seguridad -> Configuración -> Usuarios","Externo"
"¿Cómo solucionar el error ""No carga historia clinica"" en ML.Web?","[{""Label"":""ML Manager WEB CM"",""TermID"":""a9589c48-d645-46e3-93d6-803db7511f0a""},{""Label"":""ML Manager WEB CM:Historias Clínicas"",""TermID"":""6b13847f-db6c-47ae-975a-57cdc503f935""}]","[{""Label"":""historia clínica"",""TermID"":""9c62b301-4ce5-4747-a53a-8706dfda71d4""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo habilitar informes desde la base de datos?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Generador de Informes"",""TermID"":""1364970e-3588-45b8-b4bb-0688409f4c66""}]","[{""Label"":""informe"",""TermID"":""96eb2a25-5418-4b21-a1a7-409d260d4d69""},{""Label"":""reporte"",""TermID"":""db080f14-91d5-4ea6-b902-e1367d54138a""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo asignar permisos para informes?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Generador de Informes"",""TermID"":""1364970e-3588-45b8-b4bb-0688409f4c66""}]","[{""Label"":""informe"",""TermID"":""96eb2a25-5418-4b21-a1a7-409d260d4d69""},{""Label"":""usuario"",""TermID"":""c84ef1d6-1557-4a9f-9f73-f0fb1cc4dd99""},{""Label"":""permiso"",""TermID"":""62788f7c-0d95-4625-b60f-7f0e06956c78""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Modulo de Elaboración de Informes:

Generador de Informes.","Externo"
"¿Cómo obtener por base de datos las prestaciones pendientes de facturación?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Generador de Informes"",""TermID"":""1364970e-3588-45b8-b4bb-0688409f4c66""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""Prestación"",""TermID"":""20ff0911-3f50-4679-8b4f-f1f2ce3348cf""},{""Label"":""facturación"",""TermID"":""0921218f-d957-4387-a379-ff78bc122eee""},{""Label"":""pendiente"",""TermID"":""54db6932-9074-4ba3-ab42-01822c7faf19""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos. ","Interno"
"¿Cómo eliminar un trabajador desde la base de datos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""},{""Label"":""ML.net CM:Bandeja de Entrada"",""TermID"":""05b391fd-196d-4ad4-b70f-0323b2ee8cdb""}]","[{""Label"":""trabajador"",""TermID"":""0506fd7d-0c92-4eed-8aff-d6fad4c0fed6""},{""Label"":""duplicado"",""TermID"":""1e03bec9-ac23-42b6-9e46-b36e8e799807""},{""Label"":""eliminar"",""TermID"":""3f252ea0-ffad-46fe-9198-b1ce58315e60""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos","Interno"
"¿Cómo obtener el detalle de trabajadores o empleadores repetidos por base de datos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Bandeja de Entrada"",""TermID"":""05b391fd-196d-4ad4-b70f-0323b2ee8cdb""},{""Label"":""ML.net CM:Internaciones"",""TermID"":""b1820a68-97b1-4aa4-bc1d-f5a772e5fbee""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""},{""Label"":""ML.net CM:Domicilios"",""TermID"":""09b293a8-67e6-4a19-8b6a-5cb733b0da78""}]","[{""Label"":""trabajador"",""TermID"":""0506fd7d-0c92-4eed-8aff-d6fad4c0fed6""},{""Label"":""empleador"",""TermID"":""85312616-9fcf-461d-b417-46a8f1b81751""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo actualizar prestaciones de una tabla a otra por base de datos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Bandeja de Entrada"",""TermID"":""05b391fd-196d-4ad4-b70f-0323b2ee8cdb""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""}]","[{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo importar trabajadores asociados a un empleador?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""trabajador"",""TermID"":""0506fd7d-0c92-4eed-8aff-d6fad4c0fed6""},{""Label"":""importación"",""TermID"":""65d495c1-295a-42d7-91b2-4526ab179960""},{""Label"":""lote"",""TermID"":""5c074276-e48d-4e1d-8510-b456d0b8f239""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Historia Clínica -> Procesos -> Importar trabajadores","Externo"
"¿Cómo borrar una historia clínica por base de datos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""historia clínica"",""TermID"":""9c62b301-4ce5-4747-a53a-8706dfda71d4""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cuál es el script para identificar aplicaciones erróneas de comprobantes?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Compras"",""TermID"":""1eb03041-3446-4cf3-ab64-5ab518a9407e""}]","[{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""},{""Label"":""aplicaciones"",""TermID"":""171f8a4e-cf20-4971-a63d-424a21c2142f""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos. ","Interno"
"¿Cómo eliminar el gravado de una factura C por base de datos?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""}]","[{""Label"":""facturas"",""TermID"":""3e4e52a4-9516-46b5-ad53-42bc42961d45""},{""Label"":""gravado"",""TermID"":""6784ca0d-f6d9-4c0f-99ac-a7c0ddab8cd0""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo importar valores de proveedores?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""},{""Label"":""ML Manager CM:Compras"",""TermID"":""1eb03041-3446-4cf3-ab64-5ab518a9407e""}]","[{""Label"":""importación"",""TermID"":""65d495c1-295a-42d7-91b2-4526ab179960""},{""Label"":""compras"",""TermID"":""269de924-c7e6-42ab-851b-34860d21d028""},{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""},{""Label"":""proveedor"",""TermID"":""1a37c7c3-57d0-4345-950b-b80410acc303""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Modulo de Administración: Compras >Datos > Proveedores","Externo"
"¿Cómo activar la auto-numeración de los comprobantes de ventas?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""}]","[{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""},{""Label"":""autonumeración"",""TermID"":""6cc67f54-f498-4cd7-90be-928b75663ca4""},{""Label"":""ventas"",""TermID"":""a4835522-b78c-4836-8d0e-8aadcd484bdf""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Modulo de Administración: Ventas > Datos > Tipos de Comprobante.","Externo"
"¿Cómo verificar si funciona el validador de siniestros?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""siniestros"",""TermID"":""3e0a9801-3ed2-4c22-b6b7-d6b0f2ed052a""},{""Label"":""historia clínica"",""TermID"":""9c62b301-4ce5-4747-a53a-8706dfda71d4""},{""Label"":""validador de siniestro"",""TermID"":""d21b0d3e-6842-46c0-8d65-c394abcc0ad2""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Base de Datos.

Historia Clinica","Interno"
"Error de correlatividad en comprobante informado a AFIP","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""correlatividad"",""TermID"":""2ac49ce8-bc6d-423f-b2ea-e77b66de7e9a""},{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""},{""Label"":""AFIP"",""TermID"":""108560eb-0f0f-49bd-b5f6-a94a9f20b3f8""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Ejemplo:
​https://accessinformatica.atlassian.net/browse/SDCM-14152

https://accessinformatica.atlassian.net/browse/SDCM-16082","Interno"
"¿Como configurar el envió de mails para las órdenes de pago?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Compras"",""TermID"":""1eb03041-3446-4cf3-ab64-5ab518a9407e""}]","[{""Label"":""orden de pago"",""TermID"":""ee40aa24-83ee-4003-8c1f-f049c18f8034""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Modulo de Administración: Archivo > Parámetros >Generales - Compras

Ejemplo:
​https://accessinformatica.atlassian.net/browse/SDCM-14223","Externo"
"¿Como cumplir turno sin firma de paciente?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Turnos"",""TermID"":""0140c615-fae4-4478-b69b-5be924709241""},{""Label"":""ML Manager CM:Historias Clínicas"",""TermID"":""0b7c4583-2ab1-494f-bae5-1c6041c70030""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""cumplir"",""TermID"":""5cebef97-4e54-49f1-bba9-50a5f4a6935d""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Modulo de Medicina Laboral: ART > Datos > Formularios.

Ejemplo:
​https://accessinformatica.atlassian.net/browse/SDCM-15367","Externo"
"¿Como ingresar una nueva función en permisos para usuarios?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Seguridad"",""TermID"":""b0e265e5-928d-484e-8209-72c25db7b0f5""}]","[{""Label"":""usuario"",""TermID"":""c84ef1d6-1557-4a9f-9f73-f0fb1cc4dd99""},{""Label"":""permiso"",""TermID"":""62788f7c-0d95-4625-b60f-7f0e06956c78""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Modulo Control de Acceso >  - Seguridad - Configuración - Grupos.

Ejemplo:
​https://accessinformatica.atlassian.net/browse/SDCM-15333


","Externo"
